Register Field Name,CSV Field Name,API Field Name,HESA Alignment,Code,Label,Data Source,Academic Year,Status
Awarding Institution,Awarding Institution,institution,DEGEST,0309,Point Blank Music School,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0310,Spurgeon's College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0311,St Nicholas Montessori Training Limited,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0312,West Dean College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0313,Oak Hill College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0314,The Metanoia Institute,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0315,The Queen's Foundation for Ecumenical Theological Education,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0316,The Salvation Army,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0317,Trinity College Bristol,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0319,Nova College of Accounting and Business Ltd,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0320,Matrix College of Counselling and Psychotherapy Ltd,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0321,The Minster Centre,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0322,The Sherwood Institute,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0323,AA School of Architecture,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0324,Ballet West,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0326,Court Theatre Training Company Ltd,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0327,Regents Theological College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0328,London School of Commerce & IT Limited,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0329,Apex College London,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0330,New College of the Humanities,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0331,The Markfield Institute of Higher Education,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0332,Cambridge Arts and Sciences Limited,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0333,Arden University,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0334,Gr?p Llandrillo Menai,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0335,Gr?p NPTC Group,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0336,Gower College Swansea,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0337,The University College of Osteopathy,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0338,London College of Business Sciences,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0339,Millennium Performing Arts Ltd,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0340,London College of Creative Media Limited,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0341,International Business College Manchester Ltd,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0342,Christ the Redeemer College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0343,Waltham International College Limited,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0345,Belfast Metropolitan College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0346,Northern Regional College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0347,Southern Regional College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0348,South Eastern Regional College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0349,North West Regional College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0350,South West College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0351,Leeds Conservatoire,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0352,Hartpury University,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0353,Amity Global Education,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0354,The London School of Architecture,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0355,London College of International Business Studies Ltd,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0356,LCCM AU UK Limited,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0357,ACM Guildford Limited,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0358,UK Business College Ltd,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0359,The Film Education Training Trust Limited,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0360,The Institute of Ismaili Studies,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0361,Newbold College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0362,Le Cordon Bleu Limited,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0363,Global Banking School Limited,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0400,BCNO Limited,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0401,LAMDA Limited,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0402,Royal Academy of Dramatic Art,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0403,Study Group,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0404,Royal School of Needlework (The),HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0405,Institute of Art - London Limited,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0406,Hult International Business School Ltd,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0407,The Sherwood Psychotherapy Training Institute Limited,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0408,University Centre Peterborough,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0409,Central Film School London,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0410,ESCP Europe Business School,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0411,Harper and Keele Veterinary School,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0412,The Council of the Inns of Court,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0413,Navitas UK Holdings Limited,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0414,The Prince's Foundation,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0415,Dyson Technical Training Limited,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0416,Results Consortium Limited,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0417,JSA Education Group Ltd.,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0418,University Centre Quayside Limited,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0419,David Game College Ltd,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0420,Dartington Hall Trust (The),HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0421,New Model Institute for Technology and Engineering (NMITE),HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0422,Kaplan International Colleges U.K. Limited,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0423,INTO University Partnerships Limited,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0424,The College of Osteopaths,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0425,Regent's University London Limited,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0426,Backstage Academy (Training) Ltd,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0427,British Academy of Jewellery Limited,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0428,The London Interdisciplinary School Ltd,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0429,Raindance Educational Services Limited,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0430,The College of Health Ltd,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0431,CEG UFP Limited,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0432,Applied Business Academy Limited,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0433,Tavistock and Portman NHS Foundation Trust,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0434,University Academy 92 Limited,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0435,The Engineering and Design Institute London,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0436,College of Legal Practice Limited,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0437,ThinkSpace Education Limited,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0438,The Ashridge (Bonar Law Memorial) Trust,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0439,Inchbald School of Design Limited,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0440,MLA College Ltd,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,0441,Paris Dauphine International,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1001,York College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1002,Yeovil College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1003,West Thames College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1004,Heart of Worcestershire College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1005,City of Wolverhampton College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1006,West Nottinghamshire College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1007,West Kent and Ashford College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1008,The WKCIC Group,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1009,Wirral Metropolitan College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1010,The Windsor Forest Colleges Group,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1011,Wiltshire College and University Centre,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1012,West Herts College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1013,Weymouth College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1014,Weston College of Further and Higher Education,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1015,Warwickshire College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1016,Waltham Forest College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1017,Walsall College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1018,North Warwickshire and South Leicestershire College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1019,Wakefield College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1020,Warrington & Vale Royal College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1021,United Colleges Group,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1022,Tyne Coast College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1023,The Trafford College Group,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1024,Northumberland College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1025,Telford College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1026,Tameside College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1027,Swindon College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1028,Sussex Downs College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1029,City of Sunderland College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1030,Stratford-upon-Avon College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1031,Strode College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1032,Stephenson College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1033,St Mary's College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1034,St Helens College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1035,South Thames Colleges Group,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1036,Stockport College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1037,New College Stamford,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1038,Newcastle and Stafford Colleges Group,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1039,Southport College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1040,Sparsholt College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1041,Solihull College and University Centre,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1042,Shrewsbury Colleges Group,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1043,The Sheffield College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1044,Southampton City College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1045,South Gloucestershire and Stroud College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1046,South Essex College of Further and Higher Education,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1047,Selby College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1048,Unified Seevic Palmer's College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1049,South Devon College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1050,South & City College Birmingham,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1051,Sandwell College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1052,Salford City College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1053,Ruskin College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1054,Runshaw College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1055,RNN Group,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1056,Riverside College Halton,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1057,Richard Huish College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1058,Richmond upon Thames College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1059,Reaseheath College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1060,Petroc,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1061,Inspire Education Group,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1062,Preston College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1063,City College Plymouth,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1064,Plumpton College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1065,Peter Symonds College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1066,Truro and Penwith College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1067,The Oldham College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1068,Oaklands College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1069,New College Swindon,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1070,New College Pontefract,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1071,Nottingham College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1072,City College Norwich,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1073,The Northern School of Art,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1074,Northampton College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1075,North Kent College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1076,North Hertfordshire College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1077,Newham College of Further Education,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1078,NCG,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1079,Newbury College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1080,North East Surrey College of Technology (NESCOT),HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1081,New City College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1082,New College Durham,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1083,Nelson and Colne College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1084,Myerscough College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1085,Moulton College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1086,Lancaster and Morecambe College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1087,Mid-Kent College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1088,Milton Keynes College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1089,Macclesfield College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1090,LTE Group,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1091,Loughborough College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1092,Lincoln College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1093,Wigan and Leigh College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1094,Leicester College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1095,Leeds College of Building,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1096,Leeds City College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1097,Lakes College West Cumbria,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1098,Kirklees College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1099,Kingston Maurward College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1100,Kendal College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1101,Hull College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1102,Hugh Baird College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1103,Highbury College Portsmouth,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1104,Hopwood Hall College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1105,Holy Cross College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1106,Richmond and Hillcroft Adult and Community College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1107,Hertford Regional College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1108,Hereford College of Arts,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1109,"Herefordshire, Ludlow and North Shropshire College",HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1110,HCUC,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1111,Havering College of Further and Higher Education,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1112,Havant and South Downs College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1113,Hartpury College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1114,Harlow College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1115,"Ealing, Hammersmith & West London College",HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1116,Halesowen College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1117,Hadlow College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1118,Guildford College of Further and Higher Education,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1119,TEC Partnership,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1120,Grantham College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1121,Gloucestershire College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1122,Gateshead College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1123,Furness College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1124,Farnborough College of Technology,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1125,Fareham College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1126,Exeter College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1127,East Sussex College Group,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1128,East Surrey College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1129,East Riding College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1130,Eastleigh College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1131,King Edward VI College Nuneaton,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1132,Dudley College of Technology,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1133,DN Colleges Group,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1134,DCG,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1135,Croydon College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1136,Cornwall College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1137,Craven College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1138,Coventry College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1139,The City of Liverpool College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1140,Colchester Institute,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1141,Cirencester College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1142,Cheshire College South and West,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1143,Chichester College Group,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1144,Chesterfield College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1145,Kensington and Chelsea College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1146,Central Bedfordshire College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1147,Cardinal Newman Catholic Sixth Form College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1148,Canterbury College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1149,Cambridge Regional College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1150,Calderdale College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1151,Bury College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1152,Burnley College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1153,Burton and South Derbyshire College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1154,BMC (Brooksby Melton College),HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1155,Bromley College of Further and Higher Education,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1156,Brooklands College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1157,Brockenhurst College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1158,Bridgwater and Taunton College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1159,City of Bristol College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1160,Greater Brighton Metropolitan College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1161,Bradford College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1162,The Bournemouth and Poole College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1163,Boston College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1164,Bolton College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1165,Blackpool and the Fylde College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1166,Blackburn College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1167,Bishop Burton College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1168,Bishop Auckland College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1169,Birmingham Metropolitan College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1170,The Berkshire College of Agriculture (BCA),HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1171,Bedford College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1172,Bath College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1173,Basingstoke College of Technology,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1174,Barnet & Southgate College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1175,Barnsley College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1176,Barnfield College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1177,Barking and Dagenham College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1178,Aylesbury College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1179,Askham Bryan College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1180,Ashton Sixth Form College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1181,Activate Learning,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1182,Accrington and Rossendale College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1183,Abingdon and Witney College,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1184,Hartpury College of Further Education,HESA,25/26,No Change
Awarding Institution,Awarding Institution,institution,DEGEST,1185,Middlesbrough College,HESA,25/26,No Change
